Unnamed: 0,Item,Pronunciation,Phonology,Frequency,Length
15114,ruffian,R AH F IY AH N,rxfixn,0.55,6
11981,ontological,AA N T AH L AA JH IH K AH L,antxlaJIkxl,0.06,11
17990,ton,T AH N,txn,7.49,3
2853,cheer,CH IH R,CIr,18.69,3
9316,intentional,IH N T EH N CH IH N AH L,IntEnCInxl,1.47,10
14929,rightist,R AY T IH S T,rYtIst,0.02,6
5723,electoral,IH L EH K T AH R AH L,IlEktxrxl,0.51,9
14658,reprieve,R IH P R IY V,rIpriv,1.0,6
19087,venison,V EH N IH S IH N,vEnIsIn,0.61,7
5962,enslaving,EH N S L EY V IH NG,EnslevIG,0.14,8
6885,flood,F L AH D,flxd,5.71,4
6672,fiery,F AY R IY,fYri,2.02,4
7047,forfeit,F AO R F IH T,fcrfIt,3.1,6
7528,glad,G L AE D,glAd,171.37,4
2785,changeable,CH EY N JH AH B AH L,CenJxbxl,0.25,8
629,angel,EY N JH AH L,enJxl,78.27,5
10596,marginal,M AA R JH AH N AH L,marJxnxl,0.55,8
1564,beloved,B IH L AH V IH D,bIlxvId,12.76,7
3729,continuance,K AH N T IH N Y UW AH N S,kxntInyuxns,1.12,11
7421,gel,JH EH L,JEl,1.63,3
6165,eventually,IH V EH N CH UW AH L IY,IvEnCuxli,24.43,9
3678,constrain,K AH N S T R EY N,kxnstren,0.04,8
2431,camp,K AE M P,kAmp,51.22,4
8818,imprint,IH M P R IH N T,ImprInt,1.25,7
17697,terry,T EH R IY,tEri,22.02,4
5719,eldest,EH L D IH S T,EldIst,1.51,6
19678,windshield,W IH N D SH IY L D,wIndSild,3.27,8
5034,disgraceful,D IH S G R EY S F AH L,dIsgresfxl,1.82,10
2878,chicanery,SH IH K EY N AH R IY,SIkenxri,0.24,8
5976,enthusiast,EH N TH UW Z IY AE S T,EnTuziAst,0.57,9
2260,buoyancy,B OY AH N S IY,bOxnsi,0.35,6
12708,penalize,P IY N AH L AY Z,pinxlYz,0.24,7
16046,sinful,S IH N F AH L,sInfxl,1.71,6
8494,hull,HH AH L,hxl,4.22,3
1860,boardinghouse,B AO R D IH NG HH AW S,bcrdIGhWs,0.12,9
11518,nebula,N EH B Y UH L AH,nEbyUlx,1.47,7
461,alley,AE L IY,Ali,16.29,3
8465,houseboat,HH AW S B OW T,hWsbot,0.78,6
4217,currency,K AH R AH N S IY,kxrxnsi,3.65,7
11422,myocardial,M AY AH K AA R D IY AH L,mYxkardixl,0.29,10
16006,silicone,S IH L AH K OW N,sIlxkon,0.78,7
1638,bias,B AY AH S,bYxs,1.61,4
15218,salary,S AE L AH R IY,sAlxri,10.75,6
17403,swish,S W IH SH,swIS,1.61,4
274,adversity,AE D V AH R S IH T IY,AdvxrsIti,1.06,9
7023,forefather,F OW R F AA DH AH R,forfaDxr,0.02,8
6379,extrapolation,EH K S T R AE P AH L EY SH AH N,EkstrApxleSxn,0.08,13
13379,pram,P R AA M,pram,0.22,4
9161,injunctive,IH N JH AH NG T IH V,InJxGtIv,0.14,8
18289,truest,T R UW IH S T,truIst,0.43,6
1825,blouse,B L AW S,blWs,5.33,4
13676,promising,P R AA M IH S IH NG,pramIsIG,6.59,8
16332,socialism,S OW SH AH L IH Z AH M,soSxlIzxm,0.57,9
18154,translucence,T R AE N S L UW S AH N S,trAnslusxns,0.02,11
4800,dewar,D UW AH R,duxr,0.22,4
1546,bellboy,B EH L B OY,bElbO,1.24,5
19768,workable,W AH R K AH B AH L,wxrkxbxl,0.33,8
11727,notch,N AA CH,naC,3.33,3
8140,hearse,HH AH R S,hxrs,1.59,4
3111,clincher,K L IH N CH AH R,klInCxr,0.33,7
5051,disinter,D IH S AH N T AH R,dIsxntxr,0.06,8
9264,instruct,IH N S T R AH K T,Instrxkt,1.67,8
15249,samovar,S AE M AH V AA R,sAmxvar,0.14,7
13166,plume,P L UW M,plum,0.47,4
18548,undergraduate,AH N D AH R G R AE JH UW IH T,xndxrgrAJuIt,0.43,12
16225,slum,S L AH M,slxm,1.27,4
19611,wholesaler,HH OW L S EY L AH R,holselxr,0.18,8
18068,tour,T UH R,tUr,30.8,3
326,afire,AH F AY R,xfYr,0.49,4
9467,involuntary,IH N V AA L IH N T EH R IY,InvalIntEri,1.02,11
6662,field,F IY L D,fild,70.2,4
4998,discourse,D IH S K OW R S,dIskors,0.39,7
15995,significantly,S IH G N IH F IH K AH N T L IY,sIgnIfIkxntli,0.84,13
12732,people,P IY P AH L,pipxl,1102.98,5
7268,fundamentalism,F AH N D AH M EH N T AH L IH Z AH M,fxndxmEntxlIzxm,0.04,15
2767,chalk,CH AO K,Cck,3.59,3
13656,progressive,P R AH G R EH S IH V,prxgrEsIv,1.86,9
6695,filibuster,F IH L IH B AH S T AH R,fIlIbxstxr,0.22,10
19490,weatherproof,W EH DH AH R P R UW F,wEDxrpruf,0.04,9
14585,renal,R IY N AH L,rinxl,1.59,5
1350,baseless,B EY S L IH S,beslIs,0.33,6
18288,truer,T R UW AH R,truxr,0.51,5
19579,whimsical,HH W IH M Z IH K AH L,hwImzIkxl,0.78,9
14828,revenge,R IH V EH N JH,rIvEnJ,19.04,6
17651,tenancy,T EH N IH N S IY,tEnInsi,0.04,7
18038,torpor,T AO R P AH R,tcrpxr,0.06,6
17185,suggestion,S AH G JH EH S CH AH N,sxgJEsCxn,12.2,9
16089,sixth,S IH K S TH,sIksT,10.8,5
